Time,City_Name,Healthy,Zombies,Dead,Civil,Military,Medics
1683570859.2224724,Nogales Village,389,10,0,362,19,8
1683570859.237459,Zeidel Borough,341,26,38,309,20,12
1683570859.2514834,Gulans Town,367,16,0,341,14,12
1683570859.3148553,Albono Hills,169,13,0,161,6,2
1683570859.3454642,Nogales Village,389,10,0,362,19,8
1683570859.3484795,Mackers City,526,49,6,483,31,12
1683570859.360292,Zeidel Borough,341,26,38,309,20,12
1683570859.3642962,Gulans Town,367,16,0,341,14,12
1683570859.4386644,Albono Hills,169,13,0,161,6,2
1683570859.4551547,Nogales Village,389,10,0,362,19,8
1683570859.4711585,Mackers City,523,52,6,480,31,12
1683570859.4711585,Zeidel Borough,341,26,38,309,20,12
1683570859.4872434,Gulans Town,367,16,0,341,14,12
1683570859.5479922,Albono Hills,169,13,0,161,6,2
1683570859.5775528,Nogales Village,388,11,0,361,19,8
1683570859.5950766,Zeidel Borough,338,29,38,307,19,12
1683570859.5990152,Mackers City,523,52,6,480,31,12
1683570859.6096117,Gulans Town,367,16,0,341,14,12
1683570859.6722422,Albono Hills,169,13,0,161,6,2
1683570859.6873717,Nogales Village,387,12,0,360,19,8
1683570859.7182612,Zeidel Borough,337,30,38,306,19,12
1683570859.7192624,Gulans Town,367,16,0,341,14,12
1683570859.7192624,Mackers City,519,56,6,476,31,12
1683570859.7965693,Albono Hills,169,13,0,161,6,2
1683570859.8117,Nogales Village,386,13,0,359,19,8
1683570859.8429172,Gulans Town,366,17,0,340,14,12
1683570859.8429172,Mackers City,516,59,6,473,31,12
1683570859.8439107,Zeidel Borough,337,30,38,306,19,12
1683570859.9061067,Albono Hills,169,13,0,161,6,2
1683570859.9221654,Nogales Village,384,15,0,357,19,8
1683570859.9531653,Gulans Town,365,18,0,339,14,12
1683570859.9701545,Mackers City,516,59,6,473,31,12
1683570859.9711528,Zeidel Borough,337,30,38,306,19,12
1683570860.0166156,Albono Hills,169,13,0,161,6,2
1683570860.0326273,Nogales Village,383,16,0,356,19,8
1683570860.0617929,Gulans Town,365,18,0,339,14,12
1683570860.07798,Mackers City,513,62,6,470,31,12
1683570860.094055,Zeidel Borough,334,33,38,304,19,11
1683570860.1412597,Albono Hills,169,13,0,161,6,2
1683570860.157274,Nogales Village,383,16,0,356,19,8
1683570860.1718657,Gulans Town,363,20,0,337,14,12
1683570860.1879191,Mackers City,512,63,6,469,31,12
1683570860.2029562,Zeidel Borough,334,33,38,304,19,11
1683570860.2644975,Albono Hills,169,13,0,161,6,2
1683570860.2797194,Nogales Village,383,16,0,356,19,8
1683570860.2957082,Gulans Town,363,20,0,337,14,12
1683570860.3107226,Mackers City,511,64,6,468,31,12
1683570860.3276987,Zeidel Borough,333,34,38,303,19,11
1683570860.3747597,Albono Hills,168,14,0,160,6,2
1683570860.3888016,Nogales Village,382,17,0,355,19,8
1683570860.406012,Gulans Town,362,21,0,336,14,12
1683570860.4201488,Mackers City,511,64,6,468,31,12
1683570860.4352427,Zeidel Borough,333,34,38,303,19,11
1683570860.4833176,Albono Hills,167,15,0,159,6,2
1683570860.5173156,Nogales Village,381,18,0,354,19,8
1683570860.5173156,Gulans Town,361,22,0,335,14,12
1683570860.531327,Mackers City,509,66,6,466,31,12
1683570860.5463243,Zeidel Borough,332,35,38,302,19,11
1683570860.594312,Albono Hills,166,16,0,158,6,2
1683570860.6393902,Gulans Town,360,23,0,334,14,12
1683570860.6433938,Nogales Village,380,19,0,353,19,8
1683570860.6444073,Mackers City,506,69,6,463,31,12
1683570860.6691751,Zeidel Borough,331,36,38,301,19,11
1683570860.7175431,Albono Hills,166,16,0,158,6,2
1683570860.7483997,Gulans Town,360,23,0,334,14,12
1683570860.7653942,Nogales Village,379,20,0,352,19,8
1683570860.769395,Mackers City,504,71,6,461,31,12
1683570860.7793965,Zeidel Borough,331,36,38,301,19,11
1683570860.8397622,Albono Hills,166,16,0,158,6,2
1683570860.8721063,Gulans Town,360,23,0,334,14,12
1683570860.8891046,Nogales Village,376,23,0,350,18,8
1683570860.8891046,Zeidel Borough,330,37,38,300,19,11
1683570860.8901074,Mackers City,504,71,6,461,31,12
1683570860.9515293,Albono Hills,166,16,0,158,6,2
1683570860.9835386,Gulans Town,360,23,0,334,14,12
1683570861.0133276,Nogales Village,376,23,0,350,18,8
1683570861.017329,Mackers City,504,71,6,461,31,12
1683570861.0183337,Zeidel Borough,329,38,38,300,18,11
1683570861.0600083,Albono Hills,166,16,0,158,6,2
1683570861.1064014,Gulans Town,360,23,0,334,14,12
1683570861.1224022,Nogales Village,375,24,0,349,18,8
1683570861.1375375,Mackers City,504,71,6,461,31,12
1683570861.1375375,Zeidel Borough,329,38,38,300,18,11
1683570861.1834042,Albono Hills,166,16,0,158,6,2
1683570861.231144,Gulans Town,360,23,0,334,14,12
1683570861.24512,Nogales Village,375,24,0,349,18,8
1683570861.260187,Zeidel Borough,328,39,38,299,18,11
1683570861.2611935,Mackers City,504,71,6,461,31,12
1683570861.3061984,Albono Hills,165,17,0,157,6,2
1683570861.352487,Gulans Town,360,23,0,334,14,12
1683570861.3675754,Nogales Village,375,24,0,349,18,8
1683570861.3835654,Mackers City,503,72,6,460,31,12
1683570861.3845654,Zeidel Borough,326,41,38,297,18,11
1683570861.4317153,Albono Hills,164,18,0,156,6,2
1683570861.4617145,Gulans Town,360,23,0,334,14,12
1683570861.47638,Nogales Village,374,25,0,348,18,8
1683570861.5089142,Mackers City,503,72,6,460,31,12
1683570861.5099247,Zeidel Borough,326,41,38,297,18,11
1683570861.556032,Albono Hills,164,18,0,156,6,2
1683570861.5862763,Nogales Village,374,25,0,348,18,8
1683570861.5872788,Gulans Town,358,25,0,332,14,12
1683570861.632049,Mackers City,502,73,6,459,31,12
1683570861.632049,Zeidel Borough,324,43,38,295,18,11
1683570861.6640198,Albono Hills,163,19,0,155,6,2
1683570861.7102456,Gulans Town,358,25,0,332,14,12
1683570861.7112534,Nogales Village,372,27,0,346,18,8
1683570861.7428045,Mackers City,500,75,6,457,31,12
1683570861.7569075,Zeidel Borough,323,44,38,294,18,11
1683570861.7729917,Albono Hills,163,19,0,155,6,2
1683570861.820504,Gulans Town,357,26,0,332,13,12
1683570861.8365076,Nogales Village,371,28,0,345,18,8
1683570861.8526762,Mackers City,500,75,6,457,31,12
1683570861.867681,Zeidel Borough,323,44,38,294,18,11
1683570861.8832786,Albono Hills,163,19,0,155,6,2
1683570861.9449222,Gulans Town,357,26,0,332,13,12
1683570861.9602726,Nogales Village,371,28,0,345,18,8
1683570861.9753442,Zeidel Borough,322,45,38,293,18,11
1683570861.9763544,Mackers City,499,76,6,456,31,12
1683570861.9903424,Albono Hills,163,19,0,155,6,2
1683570862.0533392,Gulans Town,357,26,0,332,13,12
1683570862.070342,Nogales Village,371,28,0,345,18,8
1683570862.0997572,Albono Hills,163,19,0,155,6,2
1683570862.0997572,Mackers City,496,79,6,453,31,12
1683570862.105815,Zeidel Borough,319,48,38,290,18,11
1683570862.1612775,Gulans Town,357,26,0,332,13,12
1683570862.1786008,Nogales Village,370,29,0,344,18,8
1683570862.209654,Albono Hills,163,19,0,155,6,2
1683570862.2237213,Mackers City,493,82,6,450,31,12
1683570862.2274847,Zeidel Borough,317,50,38,288,18,11
1683570862.2729058,Gulans Town,357,26,0,332,13,12
1683570862.286191,Nogales Village,369,30,0,343,18,8
1683570862.3171883,Albono Hills,160,22,0,152,6,2
1683570862.3338497,Mackers City,491,84,6,449,31,11
1683570862.3499227,Zeidel Borough,316,51,38,287,18,11
1683570862.3966405,Nogales Village,369,30,0,343,18,8
1683570862.397638,Gulans Town,355,28,0,330,13,12
1683570862.427812,Albono Hills,160,22,0,152,6,2
1683570862.443862,Mackers City,486,89,6,445,31,10
1683570862.458941,Zeidel Borough,316,51,38,287,18,11
1683570862.5217075,Gulans Town,355,28,0,330,13,12
1683570862.5257075,Nogales Village,366,33,0,340,18,8
1683570862.5367098,Albono Hills,158,24,0,150,6,2
1683570862.5527296,Mackers City,486,89,6,445,31,10
1683570862.5678365,Zeidel Borough,315,52,38,286,18,11
1683570862.6302557,Gulans Town,355,28,0,330,13,12
1683570862.6453726,Nogales Village,364,35,0,338,18,8
1683570862.6613784,Albono Hills,157,25,0,149,6,2
1683570862.6783721,Zeidel Borough,312,55,38,283,18,11
1683570862.6783721,Mackers City,483,92,6,442,31,10
1683570862.7393742,Gulans Town,355,28,0,330,13,12
1683570862.7563748,Nogales Village,364,35,0,338,18,8
1683570862.770382,Albono Hills,156,26,0,148,6,2
1683570862.8003838,Zeidel Borough,310,57,38,281,18,11
1683570862.8013813,Mackers City,482,93,6,441,31,10
1683570862.8493948,Gulans Town,354,29,0,329,13,12
1683570862.8806858,Nogales Village,364,35,0,338,18,8
1683570862.8846805,Albono Hills,155,27,0,147,6,2
1683570862.9126894,Zeidel Borough,310,57,38,281,18,11
1683570862.9267418,Mackers City,482,93,6,441,31,10
1683570862.973791,Gulans Town,354,29,0,329,13,12
1683570863.003787,Nogales Village,363,36,0,337,18,8
1683570863.0047896,Albono Hills,154,28,0,146,6,2
1683570863.036026,Mackers City,480,95,6,439,31,10
1683570863.0370173,Zeidel Borough,309,58,38,280,18,11
1683570863.0972812,Gulans Town,354,29,0,329,13,12
1683570863.113274,Nogales Village,363,36,0,337,18,8
1683570863.1282802,Albono Hills,153,29,0,145,6,2
1683570863.1442742,Mackers City,478,97,6,437,31,10
1683570863.1452699,Zeidel Borough,307,60,38,279,17,11
1683570863.2070444,Gulans Town,354,29,0,329,13,12
1683570863.2372758,Nogales Village,363,36,0,337,18,8
1683570863.2372758,Albono Hills,152,30,0,144,6,2
1683570863.268099,Zeidel Borough,306,61,38,278,17,11
1683570863.2690973,Mackers City,477,98,6,436,31,10
1683570863.3153763,Gulans Town,354,29,0,329,13,12
1683570863.3483803,Nogales Village,361,38,0,335,18,8
1683570863.362394,Albono Hills,150,32,0,142,6,2
1683570863.3783808,Zeidel Borough,300,48,57,274,16,10
1683570863.3936837,Mackers City,473,76,32,432,31,10
1683570863.425795,Gulans Town,353,30,0,328,13,12
1683570863.4712577,Nogales Village,360,39,0,334,18,8
1683570863.4722738,Albono Hills,149,33,0,141,6,2
1683570863.4873188,Zeidel Borough,299,48,58,273,16,10
1683570863.5033996,Mackers City,471,78,32,430,31,10
1683570863.5353937,Gulans Town,352,31,0,328,13,11
1683570863.5844257,Nogales Village,359,40,0,333,18,8
1683570863.5864182,Albono Hills,148,34,0,140,6,2
1683570863.6004202,Zeidel Borough,296,51,58,270,16,10
1683570863.6153052,Mackers City,469,80,32,429,30,10
1683570863.645408,Gulans Town,351,32,0,327,13,11
1683570863.6913176,Nogales Village,359,40,0,333,18,8
1683570863.707,Albono Hills,148,34,0,140,6,2
1683570863.7229812,Zeidel Borough,293,54,58,267,16,10
1683570863.7387078,Mackers City,467,82,32,428,29,10
1683570863.769809,Gulans Town,351,32,0,327,13,11
1683570863.8154588,Nogales Village,358,41,0,332,18,8
1683570863.8305452,Albono Hills,148,34,0,140,6,2
1683570863.847695,Zeidel Borough,292,55,58,266,16,10
1683570863.8617785,Mackers City,465,84,32,426,29,10
1683570863.8930633,Gulans Town,351,32,0,327,13,11
1683570863.9387243,Albono Hills,147,35,0,139,6,2
1683570863.942736,Nogales Village,357,42,0,331,18,8
1683570863.970703,Zeidel Borough,289,58,58,263,16,10
1683570863.9867105,Mackers City,461,88,32,423,29,9
1683570864.002719,Gulans Town,350,33,0,327,13,10
1683570864.0510643,Albono Hills,145,37,0,138,5,2
1683570864.0643806,Nogales Village,356,43,0,330,18,8
1683570864.0793808,Zeidel Borough,288,59,58,262,16,10
1683570864.0953734,Mackers City,457,92,32,419,29,9
1683570864.1123493,Gulans Town,350,33,0,327,13,10
1683570864.1717565,Albono Hills,145,37,0,138,5,2
1683570864.1877573,Nogales Village,355,44,0,329,18,8
1683570864.1887653,Zeidel Borough,285,62,58,260,15,10
1683570864.2193902,Mackers City,457,92,32,419,29,9
1683570864.234398,Gulans Town,350,33,0,327,13,10
1683570864.2824526,Albono Hills,144,38,0,137,5,2
1683570864.311914,Nogales Village,353,46,0,327,18,8
1683570864.3129005,Zeidel Borough,285,62,58,260,15,10
1683570864.3281147,Mackers City,455,94,32,417,29,9
1683570864.343473,Gulans Town,350,33,0,327,13,10
1683570864.4046001,Albono Hills,143,39,0,136,5,2
1683570864.420602,Nogales Village,353,46,0,327,18,8
1683570864.4384131,Zeidel Borough,283,64,58,258,15,10
1683570864.4384131,Mackers City,453,96,32,416,28,9
1683570864.4524038,Gulans Town,350,33,0,327,13,10
1683570864.5165713,Albono Hills,142,40,0,135,5,2
1683570864.531772,Nogales Village,352,47,0,326,18,8
1683570864.547885,Zeidel Borough,282,65,58,257,15,10
1683570864.5631466,Mackers City,448,101,32,411,28,9
1683570864.5641358,Gulans Town,350,33,0,327,13,10
1683570864.6251452,Albono Hills,141,41,0,134,5,2
1683570864.6422184,Nogales Village,351,48,0,325,18,8
1683570864.6702528,Zeidel Borough,281,66,58,256,15,10
1683570864.6883123,Mackers City,442,107,32,405,28,9
1683570864.6893127,Gulans Town,350,33,0,327,13,10
1683570864.7342541,Albono Hills,139,43,0,132,5,2
1683570864.7655096,Nogales Village,351,48,0,325,18,8
1683570864.7815225,Zeidel Borough,280,67,58,255,15,10
1683570864.8115218,Gulans Town,350,33,0,327,13,10
1683570864.8164973,Mackers City,442,107,32,405,28,9
1683570864.843114,Albono Hills,138,44,0,131,5,2
1683570864.8755734,Nogales Village,350,49,0,325,17,8
1683570864.9047794,Zeidel Borough,275,72,58,251,15,9
1683570864.9208827,Gulans Town,349,34,0,326,13,10
1683570864.9362469,Mackers City,438,111,32,401,28,9
1683570864.9523208,Albono Hills,138,44,0,131,5,2
1683570864.9994683,Nogales Village,350,49,0,325,17,8
1683570865.0154665,Zeidel Borough,274,73,58,250,15,9
1683570865.0294733,Gulans Town,349,34,0,326,13,10
1683570865.0454748,Mackers City,435,114,32,398,28,9
1683570865.0615785,Albono Hills,138,44,0,131,5,2
1683570865.1108196,Nogales Village,350,49,0,325,17,8
1683570865.123881,Zeidel Borough,274,73,58,250,15,9
1683570865.1389947,Gulans Town,348,35,0,326,12,10
1683570865.1550794,Mackers City,433,116,32,396,28,9
1683570865.1701224,Albono Hills,137,45,0,130,5,2
1683570865.2336407,Nogales Village,349,50,0,324,17,8
1683570865.247639,Gulans Town,348,35,0,326,12,10
1683570865.247639,Zeidel Borough,272,75,58,248,15,9
1683570865.2785785,Mackers City,429,120,32,392,28,9
1683570865.2945805,Albono Hills,136,46,0,129,5,2
1683570865.3568351,Nogales Village,347,52,0,322,17,8
1683570865.3698359,Gulans Town,347,36,0,325,12,10
1683570865.3708358,Zeidel Borough,270,77,58,246,15,9
1683570865.4020717,Mackers City,425,124,32,388,28,9
1683570865.4182386,Albono Hills,136,46,0,129,5,2
1683570865.479446,Nogales Village,347,52,0,322,17,8
1683570865.4804432,Gulans Town,347,36,0,325,12,10
1683570865.4955273,Zeidel Borough,270,77,58,246,15,9
1683570865.5135267,Mackers City,425,124,32,388,28,9
1683570865.5265274,Albono Hills,136,46,0,129,5,2
1683570865.5883038,Nogales Village,346,53,0,321,17,8
1683570865.6040418,Gulans Town,346,37,0,324,12,10
1683570865.6193502,Zeidel Borough,268,79,58,244,15,9
1683570865.6364758,Mackers City,421,128,32,385,27,9
1683570865.651474,Albono Hills,136,46,0,129,5,2
1683570865.698459,Nogales Village,345,54,0,320,17,8
1683570865.713706,Gulans Town,346,37,0,324,12,10
1683570865.7297106,Zeidel Borough,268,79,58,244,15,9
1683570865.7457433,Mackers City,418,131,32,382,27,9
1683570865.7605557,Albono Hills,135,47,0,128,5,2
1683570865.8081465,Nogales Village,344,55,0,319,17,8
1683570865.8238418,Gulans Town,346,37,0,324,12,10
1683570865.8389177,Zeidel Borough,266,81,58,243,14,9
1683570865.8550653,Mackers City,417,132,32,381,27,9
1683570865.8710463,Albono Hills,134,48,0,127,5,2
1683570865.9180472,Nogales Village,344,55,0,319,17,8
1683570865.948032,Gulans Town,345,38,0,323,12,10
1683570865.9520261,Zeidel Borough,266,81,58,243,14,9
1683570865.9775734,Mackers City,413,136,32,377,27,9
1683570865.9945672,Albono Hills,132,50,0,125,5,2
1683570866.0397952,Nogales Village,343,56,0,318,17,8
1683570866.0568895,Gulans Town,345,38,0,323,12,10
1683570866.0719142,Zeidel Borough,264,83,58,241,14,9
1683570866.0879617,Mackers City,410,139,32,374,27,9
1683570866.1049695,Albono Hills,130,52,0,123,5,2
1683570866.150322,Nogales Village,341,58,0,317,17,7
1683570866.1655338,Gulans Town,343,40,0,321,12,10
1683570866.1815875,Zeidel Borough,263,84,58,240,14,9
1683570866.1967857,Mackers City,408,141,32,373,27,8
1683570866.2287772,Albono Hills,129,53,0,122,5,2
1683570866.2741802,Nogales Village,340,59,0,316,17,7
1683570866.289183,Gulans Town,340,43,0,318,12,10
1683570866.3041813,Zeidel Borough,262,85,58,239,14,9
1683570866.320064,Mackers City,406,143,32,371,27,8
1683570866.3500443,Albono Hills,128,54,0,121,5,2
1683570866.3969004,Nogales Village,338,61,0,314,17,7
1683570866.413953,Gulans Town,339,44,0,317,12,10
1683570866.4182186,Zeidel Borough,259,88,58,237,13,9
1683570866.4433758,Mackers City,399,150,32,364,27,8
1683570866.4594936,Albono Hills,127,55,0,120,5,2
1683570866.5076356,Nogales Village,338,61,0,314,17,7
1683570866.522635,Gulans Town,339,44,0,317,12,10
1683570866.538636,Zeidel Borough,257,90,58,236,13,8
1683570866.5556817,Mackers City,395,154,32,360,27,8
1683570866.5697014,Albono Hills,127,55,0,120,5,2
1683570866.6158783,Nogales Village,338,61,0,314,17,7
1683570866.6319385,Gulans Town,337,46,0,315,12,10
1683570866.663087,Zeidel Borough,255,92,58,234,13,8
1683570866.6781962,Mackers City,389,160,32,355,26,8
1683570866.6940126,Albono Hills,124,58,0,117,5,2
1683570866.7250931,Nogales Village,338,61,0,314,17,7
1683570866.7420955,Gulans Town,337,46,0,315,12,10
1683570866.7730982,Zeidel Borough,254,93,58,233,13,8
1683570866.790102,Mackers City,387,162,32,354,25,8
1683570866.8041122,Albono Hills,122,60,0,115,5,2
1683570866.8363242,Nogales Village,338,61,0,314,17,7
1683570866.8654995,Gulans Town,337,46,0,315,12,10
1683570866.8957756,Zeidel Borough,252,95,58,231,13,8
1683570866.91088,Mackers City,381,168,32,348,25,8
1683570866.92685,Albono Hills,122,60,0,115,5,2
1683570866.9599323,Nogales Village,338,61,0,314,17,7
1683570866.9769394,Gulans Town,337,46,0,315,12,10
1683570867.0079837,Zeidel Borough,250,97,58,229,13,8
1683570867.023986,Mackers City,380,169,32,347,25,8
1683570867.0379796,Albono Hills,119,63,0,112,5,2
1683570867.069508,Nogales Village,338,61,0,314,17,7
1683570867.085603,Gulans Town,337,46,0,315,12,10
1683570867.1301236,Zeidel Borough,248,99,58,227,13,8
1683570867.1311219,Mackers City,378,171,32,345,25,8
1683570867.1461186,Albono Hills,118,64,0,111,5,2
1683570867.1776028,Nogales Village,337,62,0,313,17,7
1683570867.1936116,Gulans Town,336,47,0,314,12,10
1683570867.2551882,Mackers City,373,176,32,341,25,7
1683570867.2551882,Zeidel Borough,246,101,58,225,13,8
1683570867.2702556,Albono Hills,116,66,0,109,5,2
1683570867.30164,Nogales Village,337,62,0,313,17,7
1683570867.3171232,Gulans Town,334,49,0,312,12,10
1683570867.3796983,Mackers City,372,177,32,341,24,7
1683570867.383709,Zeidel Borough,244,103,58,223,13,8
1683570867.3847013,Albono Hills,115,67,0,108,5,2
1683570867.424674,Nogales Village,337,62,0,313,17,7
1683570867.4426997,Gulans Town,332,51,0,310,12,10
1683570867.5031772,Mackers City,370,179,32,339,24,7
1683570867.5051887,Albono Hills,114,68,0,107,5,2
1683570867.5051887,Zeidel Borough,242,105,58,221,13,8
1683570867.5354621,Nogales Village,336,63,0,312,17,7
1683570867.5505316,Gulans Town,332,51,0,310,12,10
1683570867.6132925,Albono Hills,113,69,0,106,5,2
1683570867.6142905,Mackers City,368,181,32,337,24,7
1683570867.6303046,Zeidel Borough,241,106,58,220,13,8
1683570867.6454148,Nogales Village,333,66,0,309,17,7
1683570867.6613972,Gulans Town,331,52,0,309,12,10
1683570867.7385247,Zeidel Borough,239,108,58,218,13,8
1683570867.7395284,Mackers City,365,184,32,334,24,7
1683570867.7425876,Albono Hills,112,70,0,105,5,2
1683570867.7535214,Nogales Village,332,67,0,308,17,7
1683570867.784619,Gulans Town,327,56,0,305,12,10
1683570867.863612,Mackers City,364,185,32,334,23,7
1683570867.863612,Zeidel Borough,239,108,58,218,13,8
1683570867.864606,Albono Hills,111,71,0,104,5,2
1683570867.875593,Nogales Village,332,67,0,308,17,7
1683570867.8936548,Gulans Town,327,56,0,305,12,10
1683570867.9869988,Mackers City,360,189,32,332,21,7
1683570867.9879878,Nogales Village,330,69,0,306,17,7
1683570867.9919877,Zeidel Borough,237,110,58,216,13,8
1683570867.9929874,Albono Hills,110,72,0,103,5,2
1683570868.0030155,Gulans Town,324,59,0,302,12,10
1683570868.0971525,Mackers City,358,191,32,331,21,6
1683570868.112176,Nogales Village,329,70,0,305,17,7
1683570868.113167,Albono Hills,109,73,0,102,5,2
1683570868.113167,Zeidel Borough,236,111,58,215,13,8
1683570868.1141603,Gulans Town,324,59,0,302,12,10
1683570868.2214203,Mackers City,354,195,32,327,21,6
1683570868.2383997,Albono Hills,104,78,0,97,5,2
1683570868.2383997,Zeidel Borough,233,114,58,212,13,8
1683570868.2394075,Nogales Village,328,71,0,304,17,7
1683570868.2494016,Gulans Town,324,59,0,302,12,10
1683570868.3450603,Mackers City,350,194,37,323,21,6
1683570868.360222,Gulans Town,317,64,1,297,11,9
1683570868.3632185,Nogales Village,325,74,0,302,16,7
1683570868.3642287,Albono Hills,103,78,1,96,5,2
1683570868.3642287,Zeidel Borough,240,107,58,218,14,8
1683570868.4557872,Mackers City,351,191,39,323,22,6
1683570868.4707851,Gulans Town,313,58,12,293,11,9
1683570868.4857888,Nogales Village,323,59,17,301,16,6
1683570868.486788,Albono Hills,101,76,5,94,5,2
1683570868.4877865,Zeidel Borough,239,108,58,217,14,8
1683570868.5797846,Mackers City,346,196,39,319,21,6
1683570868.595783,Gulans Town,312,59,12,292,11,9
1683570868.6097922,Zeidel Borough,236,111,58,214,14,8
1683570868.614785,Nogales Village,322,60,17,300,16,6
1683570868.6157846,Albono Hills,101,76,5,94,5,2
1683570868.7047803,Mackers City,342,200,39,315,21,6
1683570868.7197852,Gulans Town,309,62,12,289,11,9
1683570868.7207863,Zeidel Borough,235,112,58,213,14,8
1683570868.7357998,Albono Hills,100,77,5,93,5,2
1683570868.7357998,Nogales Village,320,62,17,298,16,6
1683570868.828185,Gulans Town,309,62,12,289,11,9
